files_repo_name,version
mostofreddy/slim-service-provider,"""php"":"">=7"
thijskh/OpenConext-engineblock,"""php"":"">=5.6,<7"
bd808/composer,"""php"":""^5.3.2||^7"
azatyan/wealthbot,"""php"":"">=5.4.0,<5.7"
rinvex/cortex-fort,"""php"":""^7"
Innmind/rest-client,"""php"":""~7"
itskibo/sslim,"""php"":"">=7"
lazerball/HitTracker,"""php"":"">=7"
tika81/testh2,"""php"":""^5.6||^7"
GrupaZero/cms,"""php"":"">=7"
gdbots/schemas,"""php"":"">=7"
WellCommerce/CurrencyBundle,"""php"":""^7"
scr-be/arthur-doctrine-fixtures-library,"""php"":"">=5.6.4,~5.6|~7"
sypherlev/blueprint,"""php"":"">=7"
EnjoyYourBusiness/PictureResizeBundle,"""php"":""~7"
php-user1/simplesite,"""php"":""^5.6||^7"
kleijnweb/rest-e-tag-bundle,"""php"":""^7"
andrewscaya/MartandApp,"""php"":""^5.5||^7"
jim-parry/CodeIgniter4,"		""php"":"">=7"
WyriHaximus/reactphp-filesystem-flysystem,"""php"":""^5.5||^7"
cgTag/php-disposable,"""php"":"">=7"
leeovery/wordpress-to-laravel,"""php"":""~7"
kitetail/zttp,"""php"":"">=7"
cybercog/laravel-eloquent-flag,"""php"":""^5.6|^7"
MadCat34/zend-form,"""php"":""^5.5||^7"
nirvarnia/autoloader,"""php"":"">=7"
MadCat34/zend-cache,"""php"":""^5.5||^7"
patrickisgreat/exacttargetlaravel,"""php"":""~5.5|~7"
eboekhouden/magento2-export,"""php"":""~5.5.0|~5.6.0|~7"
massimilianobraglia/mu-cr,"""php"":"">=7"
joomla-framework/uri,"""php"":""^5.3.10|~7"
irs/behat-magento-extension,"""php"":"">=5.4.7"
peterrehm/Twig,"""php"":"">=5.2.7"
kideny/webshell,"""php"":""^5.6.24||^7"
weatheredwatcher/portrat,"""php"":""^5.6||^7"
domnikl/DesignPatternsPHP-German,"""php"":"">=7"
borbyu/wrr,"""php"":"">7"
danielgp/structure-validated,"""php"":""^7.0||^7"
FriendsOfHoneybee/elasticsearch-v2,"""php"":""^5.6||^7"
nlemoine/wp-cli-fixtures,"""php"":""^7"
shaundma/phpservermon,"		""php"":"">=5.3.7"
tomaj/bank-mails-parser,"""php"":"">=5.3.7"
EmmetBlue/Emmet-Blue,"""php"":""7"
DraperStudio/HasOffers-PHP-Client,"""php"":""^5.6||^7"
ameliaikeda/monzo-php,"""php"":"">=7"
Aprila/laboratory,"		""php"":"">=5.3.7"
Antevenio/bulkdozer,"""php"":""^7"
olssonm/l5-humans,"""php"":"">=5.3.0|>=7"
SJTracker/Crawler,"""php"":""~7"
dotkernel/frontend,"""php"":""^7"
relbraun/yii2-repeater,"""php"":""^5.4.3||^7"
ikevinsolomon/Tweetie,"""php"":""~5.6|~7"
kuofp/Yapa,"		""php"":"">=7"
wp-xu/xu-component-view,"""php"":""^5.5.9||^7"
mishal/iless-plugin-autoprefix,"""php"":""^5.5|^7"
gocanto/vue-inline,"""php"":""~7.0|~7"
przepompownia/phpcd.vim,"""php"":""^5.5||^7"
balsing/Money,"""php"":""^5.4|^7"
scriptotek/php-sru-client,"""php"":""^5.6||^7"
Symplify/ControllerAutowire,"""php"":""^7"
mle86/php-wq,"""php"":"">=7"
parsingphase/adze,"""php"":""~5.5|^7"
pascalbaljetmedia/laravel-jwt,"""php"":""~5.6|~7"
netherphp/surface,"		""php"":"">=7"
k3nn7/advent-of-code-2016,"""php"":"">=7"
Sylius/Translation,"""php"":""^5.5.9|^7"
soerenmartius/Wishlist,"""php"":""^7"
cauditor/php-analyzer,"""php"":""^5.3|^7"
phpro/soap-client-sf2-bridge,"""php"":"">=7"
elcodi-plugins/FreePaymentBundle,"""php"":""^5.4|^7"
iP1SMS/ip1-php-sdk,"""php"":""^7"
lsv/altapay-php-api,"""php"":""^5.5|^7"
eduardofelipevieira/cursodev,"""php"":""7"
hrgruri/ricca,"""php"":"">=7"
haskellcamargo/php-maybe-monad,"""php"":""^5.4|^7"
recoilphp/api,"""php"":""^7"
twysto/zf3-tutorial-getting-started,"""php"":""^5.6||^7"
requtize/query-builder,"""php"":""~5.5||^7"
iddqdby/weak-array,"		""php"":""^5.5||^7"
viserio/container,"""php"":""^7"
zendframework/zend-soap,"""php"":""^5.5||^7"
vzenix/configuration,"""php"":"">=7"
WellCommerce/DelivererBundle,"""php"":""^7"
Saeven/ZendSkeletonApplication,"""php"":""^5.6||^7"
ianrussel/tvproject_sms,"""php"":""~5.6|~7"
Arachne/Doctrine,"""php"":""^7"
nunomaduro/laravel-zero,"""php"":"">=7"
photodude/utilities,"""php"":""^5.3.10|~7"
Innmind/rest-server,"""php"":""~7"
ricktap/Qriteria,"""php"":""^5.6||^7"
oubakiou/phpp,"""php"":""7"
DorianCMore/Sylius,"""php"":""^5.6|^7"
dameter/dameter,"""php"":"">=7"
dunglas/blog-api,"""php"":"">=7"
beealone/phpunit,"""php"":"">=7"
sensiolabs-de/deprecation-detector,"""php"":"">=5.5.9||^7"
SocialiteProviders/SoundCloud,"""php"":""^5.6||^7"
krzysiekpiasecki/Regex,"""php"":"">=7"
sysatom/ComicSearch,"""php"":"">=5.4.7"
mikecbrant/php-ultimate-sessions,"""php"":"">=7"
gperler/diavazo,"""php"":"">=7"
dizda/CloudBackupBundle,"""php"":""^5.5||^7"
fabi4n/pajakdaerah,"""php"":""^5.6||^7"
ezcommunity/EzMatrixFieldTypeBundle,"""php"":""^5.3.3|^7"
bashofmann/mongo-php-adapter,"""php"":""^5.5||^7"
Arachne/ServiceCollections,"""php"":""^7"
Dlayer/dlayer-v2,"""php"":""^5.6||^7"
brainexe/core,"""php"":"">=7"
mateusjatenee/iugu-php,"""php"":"">=7"
CookieTime/Janitor,"""php"":"">=7"
nrawe/tapped,"""php"":""^7"
relevo/php7-boilerplate,"""php"":""~7"
DASPRiD/Formidable,"""php"":""^7"
ruudk/PaymentStripeBundle,"""php"":""^5.3.2|^7"
mailmotor/mailmotor-bundle,"""php"":""^7"
dkd-kaehm/ext-solr,"""php"":"">=7"
sebastiansulinski/php-backup,"""php"":"">=7"
HKandulla/soap-client,"""php"":""^7"
joomla-framework/input,"""php"":""^5.3.10|~7"
CJLymar/CheckMyCS,"""php"":"">=7"
neeckeloo/ProxyManagerModule,"""php"":""^7"
tokenly/quotebot-client,"""php"":"">=7"
carlosV2/phpspec,"""php"":""^5.6||^7"
pwnyprod/plentymarkets-shopware-connector,"""php"":""^5.6.4||^7"
satori-php/http,"""php"":"">=7"
ucsdmath/Html,"""php"":"">=7"
fsi-open/admin-positionable-bundle,"""php"":"">=7"
jakzal/BehatNoExtension,"""php"":""^7"
gunna-php/container,"""php"":"">=7"
frozzare/wp-autoload,"""php"":""^5.4||^7"
ucsdmath/Widgets,"""php"":"">=7"
Th3Mouk/PokemonGo-IV-Calculator,"""php"":""^7"
symfony/security-http,"""php"":""^7"
espino316/rsphp,"""php"":""^5.3.3||^7"
rinvex/widgets,"""php"":""^7"
JCID/voys,"""php"":""^7"
WellCommerce/ShopBundle,"""php"":""^7"
e0th/Core,"""php"":"">=7"
composer/composer,"""php"":""^5.3.2||^7"
sulu/SuluArticleBundle,"""php"":""^5.5||^7"
rootindex/snapscan,"""php"":""~5.5.0|~5.6.0|~7"
chillerlan/bbcode,"		""php"":"">=7"
ezsystems/repository-forms,"""php"":""~5.6|~7"
logorn/telosys,"""php"":""^7"
sinergia/php-forward-compat,"		""php"":"">=5.3.7"
WellCommerce/DistributionBundle,"""php"":""^7"
itkg/api-extra-bundle,"""php"":"">=5.4,<7"
aedart/overload,"""php"":"">=7"
socialgest/laravel-instapago,"""php"":""~5.6|~7"
werxe-custom/skeleton-laravel,"""php"":""^7"
Compizfox/Backlog,"		""php"":"">=7"
ec3m20c3/ec3-auth,"""php"":""^5.5||^7"
c960657/symfony,"""php"":""^7"
oumarkonate/leboncoin,"""php"":"">=7"
cviebrock/laravel-elasticsearch,"""php"":""^7"
puli/symfony-bridge,"""php"":""^5.3.9|^7"
symfony-cmf/TreeBrowserBundle,"""php"":""^5.3.9|^7"
ThrusterIO/posix-signal-handler,"""php"":"">=7"
alcohol/composer,"""php"":""^5.3.2||^7"
gte451f/phalcon-json-api,"""php"":"">=7"
brzuchal/filesystem-stream-wrapper,"""php"":"">=7"
itkg/delay-event-bundle,"""php"":"">=5.4,<7"
sc0rp10/php-simple-linkifier,"""php"":"">=7"
rokasmi/joniskio-turgus,"""php"":""7"
mecha/haystack-interface,"""php"":""^5.3.9|^7"
regularlabs/m2-library,"		""php"":""~5.6.0|~7.0.0|~7"
ThrusterIO/project-template,"""php"":"">=7"
michabbb-backup/mailgun-php,"""php"":""^5.5|^7"
visol/idx-reader,"""php"":""^5.5.9|^7"
CodingMatters/ZFSkeletonApp,"""php"":""~7"
rbarros/zircon,"""php"":"">=5.3.7"
MilesChou/php-watcher,"""php"":"">=5.5|>=7"
ytake/Laravel-Aspect,"""php"":""^7"
Soullivaneuh/IsoCodes,"""php"":""^5.6||^7"
jongotlin/CloudBackupBundle,"""php"":""^5.4||^7"
componavt/piwidict,"""php"":"">=7"
lartie/api-pagination,"""php"":"">=7"
Nilpo/apiai-chuck-norris-jokes,"		""php"":"">=7"
thepixelage/sharpspring-php-sdk,"""php"":""^7"
destebang/value-objects,"""php"":"">=7"
polidog/Polidog.Todo,"""php"":"">=7"
dcarbone/php-consul-api,"""php"":""^5.6||^7"
CodeCollab/Router,"""php"":""^7"
usemarkup/ContentfulBundle,"""php"":""~5.6|~7"
mimmi20/BrowserDetector,"""php"":""^7"
jimbras/bitnix-event,"""php"":"">=7"
Cerberus-Soft/Egresados,"""php"":""^5.6||^7"
XPanel/epp-bundle,"""php"":"">=7"
ricardocino/image-proxy,"""php"":"">=7"
REBELinBLUE/fluent-crawler,"""php"":"">=7"
ironedgesoftware/frenzy-framework,"""php"":""^7"
michaeldrennen/RemoteFile,"""php"":""^7"
chalcedonyt/laravel-cos-processor,"""php"":""~5.5|~7"
tequila/mongodb-odm,"""php"":"">=7"
eMajetek/eMajetek_webapp,"		""php"":"">=5.3.7"
paragonie/csp-builder,"""php"":""^7"
binhle410/SonataAdminBundle,"""php"":""^5.3||^7"
elcodi/Comment,"""php"":""^5.4|^7"
fsi-open/admin-security-bundle,"""php"":"">=7"
tim96/SonataAdminBundle,"""php"":""^5.3||^7"
joomla-framework/mediawiki-api,"""php"":""^5.3.10|~7"
Innmind/Http,"""php"":""~7"
zephia/zleader,"""php"":""^5.6||^7"
jaroslavtyc/granam-boolean,"""php"":"">=7"
VNovotna/MP2014,"""php"":"">=7"
brianteeman/mautic,"""php"":"">=5.3.7"
sciphp/numphp,"""php"":"">=5.6.0||^7"
GroundSix/password,"""php"":""^7"
dave-redfern/somnambulist-collection,"""php"":"">=7"
huxia/foldy,"""php"":"">=7"
odan/micro-app,"""php"":""^7"
elconejito/bang,"""php"":"">=7"
eglobal-it/EGlobalTemplateCacheBundle,"		""php"":"">=7"
hostnet/form-handler-bundle,"""php"":""^5.6|^7"
L-P/webdev-toolbox,"""php"":""^7"
fuzz-productions/magic-box,"		""php"":""^7"
ctidigital/magento2-configurator,"""php"":""~5.6.0|~7"
MyRayTech/CMSFul,"""php"":"">=7"
sonata-project/SonataDoctrinePhpcrAdminBundle,"""php"":""^5.3.3||^7"
wallmanderco/elasticsearch-indexer,"""php"":"">=5.4.7"
derFunk/Sami,"""php"":"">=7"
McLone/ez5-project-bootstrap,"""php"":"">=5.3.17"
geekwright/poread,"""php"":"">=5.3.7"
Kaishiyoku/laravel-yaml-translation,"""php"":"">=7"
jhonmike/StartAppZend2,"""php"":""^5.6||^7"
sansaralab/KarmaShard,"""php"":"">=7"
deepredsky/login-system,"""php"":"">=5.3.7"
JanDC/simple-filemanager,"""php"":""~7"
AydinHassan/m2-opcache-monitor,"""php"":""^7"
monicahq/monica,"""php"":"">=7"
HIXMAN/Collection,"""php"":""~5.5|~7"
elcodi/FixturesBoosterBundle,"""php"":""^5.4|^7"
brick/date-time,"""php"":"">=7"
bairwell/middleware-cors,"""php"":""^7"
violuke/rsa-ssh-key-fingerprint,"	""php"":""^5.6||^7"
joomla-framework/test,"""php"":""^5.3.10|~7"
hive/config,"""php"":"">7"
zelenin/zend-expressive-config,"""php"":"">=7"
Sylius/Promotion,"""php"":""^7"
djmattyg007/BBStatic,"""php"":""~7"
maddy2101/TYPO3.CMS,"		""php"":""^7"
larabros/rapidmin,"""php"":""^5.5.9||^7"
tedious/JShrink,"""php"":""^5.6|^7"
akanehara/ginq,"""php"":""^5.3|^7"
KilikFr/TableBundle,"""php"":""~5.6|~7"
Plopix/r2,"""php"":""^5.5||^7"
sensorario/resources,"""php"":"">=7"
kore/pdepend,"""php"":"">=5.3.7"
dbhurley/mautic,"""php"":"">=5.3.7"
LIN3S/WPSymfonyForm,"""php"":""^5.5||^7"
exii88/AnysrvRecaptchaBundle,"""php"":""^5.3.3|^7"
bluzphp/skeleton,"""php"":"">=7"
fetus-hina/fest.ink,"""php"":"">=7"
unfunco/phpspec,"""php"":""^7.0,<7"
dlart/ddd,"""php"":"">=7"
QualityCodePhp/ApiFeaturesBundle,"""php"":"">=7"
glavweb/cms-twig-extension,"""php"":"">=7"
yriveiro/php-backoff,"""php"":"">=7"
libreworks/caridea-validate,"""php"":"">=7"
TomHAnderson/zf-doctrine-querybuilder,"""php"":""^5.6||^7"
hiwelo/AddressFormatterBundle,"""php"":""~5.5|~7"
jaroslavtyc/drd-plus-skills,"""php"":"">=7"
alister/faker-extensions,"""php"":"">=7"
AliasIO/Swiftlet,"		""php"":"">=7"
SkifUA/bz-salad,"""php"":"">=7"
tekkla/core-ajax,"""php"":"">=7"
GrahamCampbell/Laravel-TestBench-Core,"""php"":""^7"
MadCat34/zend-mail,"""php"":""^5.5||^7"
elcodi-plugins/GoogleAnalyticsBundle,"""php"":""^5.4|^7"
barbanet/magento2-samplemodule,"""php"":""~5.5.0|~5.6.0|~7"
relevo/event,"""php"":"">=7"
Sitetheory/doctrine2,"""php"":""^7"
thephpleague/glide,"""php"":""^5.4|^7"
celeroncool/phpservermon,"		""php"":"">=5.3.7"
temp/image-analyzer,"""php"":""~7"
sanderkrause/supervisor-ui,"""php"":""~5.5|^7"
ecfectus/framework,"""php"":"">=7"
php-lug/storage,"""php"":""^5.6|^7"
glaubersp/CEAP,"""php"":""^7"
ucsdmath/Annotations,"""php"":"">=7"
igdr/DoctrineSpecification,"""php"":"">=7"
GeniusTS/hijri-dates,"""php"":"">=7"
jorgetite/adventure-core,"""php"":"">=7"
hareku/laravel-rule-getter,"""php"":"">=7"
ramsey/uuid,"""php"":""^5.4||^7"
tantegerda1/typoscript_rendering,"""php"":"">=5.3.7"
LeikoDmitry/zendtube,"""php"":""^5.6||^7"
tautrimas/ElasticsearchBundle,"""php"":""^5.6.6|^7"
matejsvajger/ntlm-soap-client,"""php"":""~5.6|~7"
B4rb4ross4/cms,"""php"":"">=7"
andkirby/satis,"""php"":""^5.6||^7"
consistence/coding-standard,"		""php"":""~7"
sphido/events,"""php"":"">=7"
termite-cms/Admin,"""php"":""^7"
nella/coding-standard,"		""php"":""~5.6|~7"
krzysiekpiasecki/Component.Filter,"""php"":"">=7"
PhrozenByte/pico-admin,"""php"":"">=5.3.7"
vdm-io/composer,"""php"":""^5.3.2||^7"
nmapx/inidister,"""php"":"">=7"
FlexModel/FlexModel,"""php"":""^5.4|^7"
tommyvdv/forkcms,"""php"":""^5.5||^7"
cspray/labrador,"""php"":""~7"
acelaya/ZF2-AcMailer,"""php"":""^5.6|^7"
jZejda/oplanManager,"""php"":"">=7"
TomHAnderson/zf-apigility-doctrine,"""php"":""^5.6||^7"
bandronic/frontend-provider,"	""php"":""^5.5||^7"
crontab-manager/crontab-manager,"""php"":"">=5.5<7"
Compolomus/SQLQueryBuilder,"""php"":""^7"
blockavel/lara-block-io,"""php"":"">=7"
svil4ok/validation,"""php"":""^7"
stiftungswo/Dime,"		""php"":"">=7"
cygnite/cygnite-application,"""php"":"">=7"
mizmoz/validate,"""php"":"">=7"
xtfkpi/img-loader,"""php"":"">=7"
mercantil/api-merger,"""php"":""~5.5|~5.6|~7"
beerscrub/sandbox,"		""php"":"">=5.3.7"
rdohms/dms-filter-bundle,"""php"":""^5.6|^7"
WellCommerce/DataSet,"""php"":""^7"
core23/PiwikBundle,"""php"":""^7"
googleads/googleads-php-lib,"""php"":"">=5.5.17"
punarinta/doru-db,"""php"":"">=7"
filljoyner/wordplate-mix-starter,"""php"":""^5.6.4||^7"
sgoendoer/sonic,"		""php"":""^5.6||^7"
Poniverse/Pony.fm,"""php"":"">=7"
nztim/logger,"""php"":"">=7"
Clevis/SkeletonPackageInstaller,"		""php"":"">=5.3.7"
orchestral/memory,"""php"":"">=7"
satooshi/ltsv-encoder,"""php"":"">=5.3.17"
BenGorFile/File,"""php"":""^5.5||^7"
yaapis/Theme,"""php"":"">=7"
donis/phwitch,"""php"":"">=7"
fishfin/php-valigator,"""php"":""5.5.*||5.6.*||7"
palle1977/SMT,"""php"":""^5.6||^7"
hiel/board,"		""php"":"">=5.3.7"
mimmi20/wurfl-generic-request,"""php"":""^7"
xltxlm/orm,"""php"":"">=7"
webimpress/ZendSkeletonApplication,"""php"":""^5.6||^7"
taiyonoryoshy/task_manager,"""php"":""^5.6||^7"
ellipsephp/config,"""php"":"">=7"
mazanax/paginator,"""php"":"">=7"
CassianoD2/ci-estoqueteste,"""php"":"">=5.3.7"
haldayne/fox,"""php"":""^5.5.0||^7"
notadd/administration,"""php"":"">=7"
SagittariusX/Beluga.Date,"""php"":"">=7"
satori-php/middleware-action,"""php"":"">=7"
zendframework/zend-permissions-acl,"""php"":""^5.5||^7"
EclipseGc/Plugins,"""php"":"">=7"
ThrusterIO/doctrine-actions-bundle,"""php"":"">=7"
koden-km/transmute,"""php"":""^7"
KazeFlame/soleil,"""php"":"">=7"
rogerthomas84/ohhttp,"""php"":"">=5.3.7"
ThrusterIO/http-modifiers,"""php"":"">=7"
lotgd/core,"""php"":""^7"
stubbles/stubbles-log,"""php"":""^7"
hostnet/webpack-bundle,"""php"":""^7"
nfephp-org/sped-esocial,"""php"":""~5.6|~7"
exts/configured,"""php"":"">5.6,>=7"
jvahldick/Sylius,"""php"":""^5.6|^7"
memio/model,"""php"":""^5.3|^7"
CMarzin/Symfony-Kawai,"""php"":"">=7"
alcaeus/mongo-php-adapter,"""php"":""^5.6||^7"
victormech/basic-types,"""php"":"">=7"
hautelook/sentry-client,"""php"":"">=5.3||~7"
xu42/Qznjw2014,"""php"":""~7"
terah/colourlog,"""php"":"">=7"
henriquefernandez/DateTime,"""php"":"">=7"
VM9/orion-explorer-php-frame-work,"""php"":""^5.6||^7"
chuandadexiaoyu/Laravel-Navigation,"""php"":"">=5.4.7"
psr-php7/cache,"		""php"":"">=7"
hive/locator,"""php"":"">7"
flexycms/flexy,"		""php"":"">=7"
maximgubar/m2-rokka,"""php"":""~5.5.0|~5.6.0|~7"
cs278/php-mktemp,"""php"":""^5.3.3|^7"
kathmann/sbframe,"""php"":""^5.5.0||^7"
waldihuber/mongodb-odm,"""php"":""^5.6||^7"
arestravelinc/ares-api-php,"""php"":"">=7"
therealgambo/kong-php,"""php"":"">=7"
LinearSoft/composer-svn-export,"""php"":""^5.3.2||^7"
klederson/SyliusHackathon,"""php"":""^5.6|^7"
xu42/IMDb,"""php"":""~5.5|~7"
CatLabInteractive/laravel-assets,"""php"":"">=7"
FlyingBlazer/redis-object,"""php"":"">=7"
amarildo5597/codeemailmkt,"""php"":""^5.5||^7"
dupkey/slim3-api,"""php"":"">=7"
sovereignbot/youtube-player,"""php"":""^7"
restyphp/resty,"""php"":"">=7"
doctrine/common,"""php"":""~7"
avoxx/config,"""php"":"">=7"
nextras/orm,"		""php"":"">=7"
koriym/Koriym.ReduxReactSsr,"""php"":"">=7"
Blizqery/Boilerplate,"""php"":"">=5.3.7"
rlerdorf/phan,"""php"":"">=7"
oestoer/mob-workshop,"""php"":""^7"
initbizlab/laravel-przelewy24,"""php"":"">=5.4.0|^7"
rasmusbe/papi,"""php"":"">=5.4.7"
kisphp/order-bundle,"""php"":"">=7"
flik/zend-2-CRUD,"""php"":""^5.6||^7"
juriansluiman/SlmMail,"""php"":""^5.6||^7"
litalex/trnews,"""php"":"">=7"
grizzlylab/ui-bundle,"""php"":""^7"
mimmi20/ua-data-mapper,"""php"":""^7"
btgh/container,"""php"":"">=7"
ExSituMarketing/EXS-SimpleMongoBundle,"""php"":"">=7"
ravaj-group/Sylius,"""php"":""^5.5.9|^7"
elcodi/Sitemap,"""php"":""^5.4|^7"
zfcampus/zf-deploy,"""php"":""^5.6||^7"
michalper/magento_api_client,"""php"":"">=7"
madalinignisca/drupal-skeleton,"""php"":""^5.5.9||^7"
monii/monii-specification,"""php"":""^5.5|~7"
Sylius/Taxonomy,"""php"":""^7"
SetBased/php-affirm,"""php"":"">=7"
lasselehtinen/Faker,"""php"":""^5.3.3|^7"
fetus-hina/stat.ink,"""php"":"">=7"
scyzoryck/grid-bundle,"""php"":""^7"
kokspflanze/SmallUser,"""php"":""^7"
joomla-framework/renderer,"""php"":""~7"
SocialiteProviders/Flattr,"""php"":""^5.6||^7"
JuliusKoronci/IgsemAPIBundle,"""php"":"">=7"
JanHuang/storage,"""php"":"">=7"
PHPoole/PHPoole-library,"""php"":""^5.5|^7"
maschmann/php-utilities,"""php"":""^7"
tylercd100/server-status,"""php"":""^5.5.9|^7"
academiae/academe-skeleton-installer,"""php"":""^5.6||^7"
yukar-php/linq,"""php"":"">=7"
bernardphp/BernardBundle,"""php"":""^5.6|^7"
Symplify/PHP7_Sculpin,"""php"":""~7"
DamienGilbrin/tsipayment-formation-tp,"""php"":""^5.6||^7"
symfony-cmf/tree-browser-bundle,"""php"":""^5.6|^7"
shempignon/podcast-api,"""php"":"">=7"
carlosV2/FA,"""php"":"">=5.5,<7"
sunithawisptools/customer_portal,"""php"":""^5.5||^7"
Sylius/Taxation,"""php"":""^7"
Bartacus/BartacusBundle,"""php"":""^7"
bitExpert/etcetera,"""php"":"">=7"
mazedlx/minifig,"""php"":"">=7"
dknx01/jeopardy,"""php"":""^7"
svladov/zend_1,"""php"":""^5.6||^7"
webservices-nl/utils,"""php"":""^5.6||^7"
hidran/laravelprojects,"""php"":"">=7"
theseer/php-code-coverage,"""php"":""^7"
macchiatophp/di,"""php"":"">=7"
Xyphex/issi-view,"""php"":""~7"
Akenlab/sms-bundle,"""php"":""^5.6.0||^7"
pavlakis/csp-middleware,"""php"":""^7.0|^7"
jimbras/bitnix-log,"""php"":"">=7"
fabiang/doctrine-dynamic,"""php"":""^5.6||^7"
ajaxray/php-watermark,"""php"":"">=5.6||>=7"
kisphp/api.tools.symfony,"""php"":"">=7"
alex-oleshkevich/ZendDeveloperTools,"""php"":""^5.5||^7"
h2lsoft/Tpln,"""php"":"">=5.2.7"
allgood2386/DrupalAppConsole,"""php"":""^5.5.9||^7"
layershifter/TLDDatabase,"""php"":""^5.5.0||^7"
egorlost/stream-api,"""php"":"">=7"
GPHP/Router,"""php"":""^7"
karakhanyans/comparison,"""php"":""~5.6|~7"
keboola/php-jsonparser,"""php"":"">=7"
TianaFomicheva/active,"""php"":"">=7"
ahungry/ticc,"""php"":"">=7"
xantrix/Sylius,"""php"":""^5.5.9|^7"
gnugat/phpspec,"""php"":""^5.6|^7"
perfumer/contracts,"""php"":"">=7"
michabbb-backup/swiftmailer,"""php"":"">=7"
zendframework/zend-i18n-resources,"""php"":""^5.5||^7"
SteeinRu/oauth2-steein,"""php"":""^5.6||^7"
remorhaz/php-json-pointer,"""php"":"">=7"
jeremeamia/php-func-mocker,"""php"":""~5.6|~7"
eggbe/laravel-delegapi-client,"		""php"":"">=7"
greg-md/php-orm,"""php"":""^7"
section-io/magento-metrics,"""php"":""~5.5.0|~5.6.0|~7"
symfony-cmf/Routing,"""php"":""^5.3.9|^7"
Intacct/intacct-sdk-php,"""php"":"">=7"
trzczy/lazyValidator,"""php"":"">=7"
tuupola/slim-jwt-auth,"""php"":""^5.5||^7"
smarty-gettext/smarty-gettext,"		""php"":""~5.3|~7"
eXolnet/laravel-module,"		""php"":"">=7"
paulgoodchild/SecretSanta,"""php"":"">=7"
mortezarajabi/laravel-jdate,"""php"":""~5.5|~7"
sweikenb/miner,"""php"":"">=7"
alcohol/iso3166,"""php"":""^5.5||^7"
BCDH/Laravel-eXist-db-Client,"""php"":""~5.5|~7"
Art4/youthweb-api,"""php"":""^5.6||^7"
arianrashidi/laravel-auth-tools,"""php"":""~7"
LitGroup/enumerable.php,"""php"":""^7"
CampusUnion/Sked,"""php"":"">=7"
laravel-enso/Core,"""php"":"">=7"
hkwu/uwapi-php,"""php"":"">=7"
ChrisWiegman/chriswiegman-com,"""php"":"">=7"
aizhar777/buch,"""php"":""7"
akrabat/zend-form,"""php"":""^5.5||^7"
glena/macchiato,"""php"":"">=7"
haleks/writedown,"""php"":"">=7"
WyriHaximus/reactphp-child-process-closure,"""php"":""^7"
marfurt/measurements,"""php"":"">=7"
iwyg/fileitr,"""php"":""^5.6||^7"
PrisisForks/cache,"""php"":""^5.6||^7"
PDFToolkit/Generate,"""php"":"">=7"
brandon14/brandonclothier.me,"""php"":"">=7"
tvlooy/SecretSanta,"""php"":""^7"
mickaelvieira/CollectionJson,"""php"":"">=7"
deploy-dog/slavedriver,"""php"":""^5.6||^7"
nishimura/laiz-func-filter,"""php"":"">=7"
rschumacher/SonataDoctrineORMAdminBundle,"""php"":""^5.3||^7"
scr-be/teavee-html-generator-bundle,"""php"":"">=5.6.4,~5.6|~7"
frozzare/wp-elda,"""php"":"">=5.4||^7"
TijmenWierenga/Bogus,"""php"":"">=7"
pepsi08/converter,"""php"":""~5.5|~7"
edruid/SnakeDruid,"			""php"":""^5.6|^7"
infomaxwebsolutions/imxplatformphp.http,"""php"":""^5.4||^7"
MasterYuri/Laravel-EditTrans,"""php"":""~5.5|~7"
yannickl88/form-handler-bundle,"""php"":""^5.6|^7"
scento/merowinger,"""php"":"">=7"
mkurc1/PurethinkCoreBundle,"""php"":""^7"
GaryJones/EmailAddress,"""php"":""^7"
vorgas/zfa-optionsbody,"""php"":""^7"
coreymcmahon/phpass,"""php"":"">=5.3.7"
molaux/Twig,"""php"":"">=5.2.7"
nella/tracy-debug-info,"		""php"":""~5.5|~7"
DQNEO/php-FizzBuzzEnterpriseEdition,"""php"":"">=7"
joomla-framework/twitter-api,"""php"":""^5.3.10|~7"
aerospike/aerospike-client-php,"""php"":""~7"
glugox/theme-frontend-default,"""php"":""~5.5.0|~5.6.0|~7"
nilamdoc/IndianEagles.Team,"""php"":"">=5.3.6<7"
werxe/addresses-laravel,"""php"":""^7"
openprovider/http,"""php"":"">=5.4.37"
zendframework/zend-progressbar,"""php"":""^5.5||^7"
remorhaz/php-json-data,"""php"":"">=7"
PolishSymfonyCommunity/Symfony2MockerExtension,"""php"":""^5.5|^7"
liyu001989/signature,"""php"":"">=7"
PHP-DI/PHP-DI,"""php"":"">=7"
koolkode/async-mysql,"		""php"":""~7"
elcodi/Geo,"""php"":""^5.4|^7"
tylercd100/laravel-placeholders,"""php"":""^5.5.9|^7"
ivanvestic/symfony-bridge,"""php"":"">=7"
Codealist/oman-tms,"""php"":""7"
thecatontheflat/atlassian-vendor-tools,"""php"":""^7"
rollerworks/search,"""php"":""^7"
milosa/ecommerce,"""php"":""^7"
CountJr/convert,"""php"":"">=7"
oliverklee/coffee,"""php"":""~7.0.0||~7"
fnayou/zeppelin,"""php"":""~5.6|~7"
acelaya/url-shortener,"""php"":""^5.6||^7"
php-cache/cache,"""php"":""^5.6||^7"
gggeek/ezpublish-kernel,"""php"":""~5.6|~7"
voten-co/voten,"""php"":"">=7"
