files_repo_name,version
floriansemm/SolrBundle,"""php"":""^7"
elcodi/CartCouponBundle,"""php"":""^5.4|^7"
phergie/phergie-irc-generator,"	""php"":""^7"
MediaMonks/symfony-rest-api-bundle,"""php"":""^5.4|~7"
sndsgd/rate,"""php"":"">=7"
micheleangioni/multi-language,"""php"":"">=7"
Laravel-Backpack/base,"""php"":""~5.5|~7"
timohund/platformsh-example-typo3,"""php"":"">=7"
thecodingmachine/database.doctrine-orm-wrapper,"		""php"":"">=7"
academic/thesaurus-manager,"""php"":""7"
kasrakhosravi/Sylius,"""php"":""^5.6|^7"
CasperTech/php-browser-detector,"""php"":""^5.3.3||^7"
DASPRiD/Ajasta,"""php"":""^7"
Hailong/mautic,"""php"":""~5.6.19|~7"
robotomize/regression-php,"""php"":"">=7"
frankbv/php-enum,"""php"":""^7"
ARCANESOFT/Blog,"""php"":"">=7"
viserio/console,"""php"":""^7"
yoannrenard/ready-api,"""php"":"">=7"
jamjon3/authtoken-authenticator,"""php"":"">=7"
Taluu/Behapi,"""php"":""^7"
ucsdmath/Maillist,"""php"":"">=7"
crey-framework/conjurer,"""php"":"">=7"
SmoothPhp/QueryBus,"""php"":"">=7"
ezimuel/zend-expressive-workshop,"""php"":""^5.5||^7"
mautic/api-library,"""php"":"">=5.3.7"
slbmeh/composer,"""php"":""^5.3.2||^7"
rollerworks/search-symfony-validator,"""php"":""^7"
starspire/eventmanager,"""php"":""^5.5.9|^7"
Gamesture/notify,"""php"":""7"
desfrenes/Azuki,"""php"":"">=7"
pix-art/SecretSanta,"""php"":""^7"
GLD110/magento,"""php"":""~5.5.0|~5.6.0|~7"
Mikel1961/contentinum-components,"		""php"":""^5.6||^7"
m6w6/seekat,"""php"":""^7"
bitclaw/phpmodbus,"""php"":""^5.3.2||^7"
b-kaxa/firefly,"""php"":"">=7"
pierredup/composer,"""php"":""^5.3.2||^7"
lolautruche/ezpublish-kernel,"""php"":""~5.5|~7"
ssnepenthe/color-utils,"""php"":"">=7"
SocialiteProviders/Xing,"""php"":""^5.6||^7"
facile-it/crossbar-http-publisher-bundle,"""php"":""^5.6|^7"
WondrousLLC/drupal-8-best-practices,"""php"":""7"
nehalvpatel/roosterteeth-php,"""php"":""^7"
bitExpert/adrenaline,"""php"":""^7"
jdtsoftware/api,"""php"":""^7"
EzeRangel/bolt-workflow,"""php"":""^5.5.9||^7"
seferov/request-to-entity-bundle,"""php"":""~5.5|~7"
PHP-DI/Kernel,"""php"":""^7"
bobalazek/contest-o-mat,"""php"":""^7"
Hiroto-K/Twitter-R4S,"""php"":"">=7"
Nevraxe/Cervo,"""php"":"">=5.4.7"
marcospassos/phpcommon-comparison,"""php"":""^5.5|^7"
Thuata/FrameworkBundle,"""php"":""~7"
itafroma/snaglogger,"""php"":""~5.6.0||~7.0.0||~7"
marcioAlmada/flattree,"""php"":""7"
victorynox/TestR,"""php"":""^5.5||^7"
pepeverde/zigra,"""php"":"">=5.3.7"
nagyatka/kodiapp,"""php"":""^5.6||^7"
phavour/phavour-template,"""php"":"">=5.3.7"
dominionenterprises/GeoIP,"""php"":"">=7"
PJKober/DateTimeIntervalBundle,"""php"":""^5.5.9||^7"
mschop/esel-shop,"""php"":""^7"
webmozart/glob,"""php"":""^5.3.3|^7"
duncan3dc/meta-audio,"""php"":""^5.6|^7"
accompli/chrono,"""php"":""^5.5||^7"
JanPietrzyk/php-version-transpiler,"""php"":"">=7"
frankmayer/ArangoDB-PHP-Core,"""php"":"">=7"
triniti/schemas,"""php"":"">=7"
blauerberg/DrupalConsole,"""php"":""^5.6||^7"
youthweb/php-youthweb-api,"""php"":""^5.6||^7"
cdjdesenvolvimento/AO,"""php"":""^5.5||^7"
jaroslavtyc/drd-plus-person,"""php"":"">=7"
elementalize/search,"""php"":""~5.5|~7"
victormacko/phpservermon,"		""php"":"">=5.3.7"
panakour/google-analytics,"""php"":""^7"
florianbelhomme/RepositoryToAnki,"""php"":"">=7"
ezsystems/ezpublish-kernel,"""php"":""~5.6|~7"
kiranthomas/sylius-docker,"""php"":""^5.6|^7"
joomla-framework/database,"""php"":""^5.3.10|~7"
sebastianbergmann/exporter,"""php"":""^7"
symfony/twig-bundle,"""php"":""^7"
aaronbloomfield/github-api-tools,"""php"":""^5.5||^7"
Webiny/Security,"""php"":""^7"
KarimGeiger/Generics,"""php"":"">=7"
wikimedia/wikimedia-slimapp,"		""php"":"">=5.3.7"
sjadema/cssmunch,"	""php"":""^5.3||^7"
gumacs92/dataprocessor,"""php"":""^5.3.3||^7"
Saritasa/php-transformers,"""php"":"">=7"
samuel20miglia/zend_Firebase,"		""php"":"">=7"
Matthimatiker/OpcacheBundle,"""php"":""^7"
XcoreCMS/InlineEditingNette,"""php"":""^7"
eminetto/pos-webdev-zf3,"""php"":""^5.6||^7"
LinkValue/SiR,"""php"":""~7"
redweb-tn/CodeIgniter4,"		""php"":"">=7"
antonioribeiro/airpair,"""php"":"">=5.3.7"
inhere/php-librarys,"""php"":"">=7"
soyuka/DunglasApiBundle,"""php"":"">=7"
signifyd/magento2,"""php"":""~5.6.0|~7"
mpalourdio/MpaCustomDoctrineHydrator,"""php"":""^7"
edinsonbravo/pagafacil,"""php"":""^5.3.3||^7"
priotas/behat-slack-extension,"""php"":""^7"
rossmitchell/module-twofactor,"""php"":""~5.5.0|~5.6.0|~7"
lemonphp/json-api,"""php"":"">=7"
znck/trust,"""php"":"">=7"
larabros/elogram,"""php"":""^5.5.9||^7"
myENA/cloudstack-php-client,"""php"":""^7"
bkrukowski/error-dumper,"""php"":""^5.3||^7"
ThomasBollmeier/webappfound,"""php"":""^7"
Codaone/magento2_logitrail_module,"""php"":""~5.5.0|~5.6.0|~7"
limoncello-php/framework,"""php"":"">=7"
mul14/laravel-framework,"""php"":"">=7"
solid-framework/core,"""php"":"">=7"
actuallymab/laravel-comment,"""php"":"">=7"
swiftcore-lib/php-jose,"""php"":""^5.6|^7"
cobonto/core,"""php"":""^5.5.9||^7"
bazz3l/accountguard,"""php"":""~5.5|~7"
Fleshgrinder/php-environment,"""php"":"">=7"
GrahamDeprecated/CMS-CloudFlare,"""php"":"">=5.4.7"
milosdjoric/fantasy-v1,"""php"":""^5.6||^7"
Infoexam/eloquent,"""php"":""^7"
rubs33/mafutha,"""php"":""~7"
fschabmeyer/crontab-manager,"""php"":"">=5.5<7"
mybb/gravatar,"		""php"":"">=7"
php-lab/event,"""php"":"">=7"
MartyWallace/Tempest,"		""php"":"">=7"
Evoke-PHP/Evoke-PHP,"""php"":"">=7"
VictorSigma/UserServiceProvider,"""php"":"">=5.3.7"
vaniocz/vanio-user-bundle,"""php"":""^7"
elnebuloso/flex-crypt,"""php"":""^5.6||^7"
wolverine2k/Laravel-Backendless,"""php"":"">=5.4.7"
Taronyuu/Teamspeak3-server-manager,"""php"":"">=7"
mespronos/mespronos,"""php"":"">=7"
K-Phoen/regis,"""php"":"">=7"
vinkla/hashids,"""php"":""^5.6.4||^7"
RedFrogEvents/SpaceWave,"""php"":"">=7"
Rhincodon/laravel-eloquent-spreadsheets,"""php"":""^7"
bbg-digital/SonataAdminBundle,"""php"":""^5.3||^7"
Imaginaerum/magento2-module-bundle-sample-data-fr,"""php"":""~5.5.0|~5.6.0|~7"
nfephp-org/sped-nfse,"""php"":""~5.6|~7"
va-fursenko/micr0,"""php"":""^5.5|^7"
andreas-glaser/notify-bundle,"""php"":""^7"
Carrooi/Nette-Menu,"		""php"":"">=7"
PHPRepository/php-sql-repository,"""php"":"">=7"
robinkanters/php-promises,"""php"":""~5.5||^7"
weierophinney/component-installer,"""php"":""^5.5||^7"
GensDeConfiance/Neo4jOGMManagerBundle,"""php"":"">=7"
Soullivaneuh/composer-versions-check,"""php"":""^5.3||^7"
hollodotme/fast-cgi-client,"		""php"":"">=7"
rinvex/support,"""php"":""^7"
natepage/easy-html-element,"""php"":""^7"
TUNER88/laravel-redmine-api,"		""php"":"">=5.4.7"
SMillerDev/phpdraft,"""php"":""5.6.*||7"
mikaelmattsson/wordpress-plugin-boilerplate,"""php"":"">=5.4.7"
magentodevleper/Bases,"""php"":""~5.5.22|~5.6.0|7.0.2|7.0.4|~7"
RxPHP/RxStream,"""php"":""^7"
assertis/simpledatabase-lib,"""php"":""^5.5|^7"
elcodi/ShippingBundle,"""php"":""^5.4|^7"
prooph/pdo-event-store,"""php"":""^7"
rpg600/Sylius,"""php"":""^5.5.9|^7"
libreworks/caridea-http,"""php"":"">=7"
gubler/color,"""php"":""^7"
cyphp/curl,"""php"":""^7"
Opine-Org/API,"""php"":"">7"
doublemcz/nette-doctrine-odm,"""php"":"">=7"
Sylius/Inventory,"""php"":""^7"
cH40z-Lord/BecklynSymfonyEdition,"""php"":""^7.0.7"
dubhunter/talon,"		""php"":""^5.6.0||^7"
flyphp/flyframework,"""php"":"">=5.3.7"
ezimuel/zend-expressive,"""php"":""^5.6||^7"
nlzet/SonataSeoBundle,"""php"":""^5.3||^7"
netcode/country,"""php"":""^7"
DragonBe/vies,"""php"":"">=7"
koolkode/async-dns,"		""php"":""~7"
Alecaddd/awps-cli,"		""php"":""^5.3.3||^7"
midnightLuke/php-units-of-measure-bundle,"""php"":""^5.5.9||^7"
pascaldevink/shortuuid,"""php"":""^5.6||^7"
Te7a-Houdini/sudo-su,"""php"":"">=7"
nexper/contao-nexper-columns,"""php"":""^5.6|^7"
wudege/tforms,"""php"":""^5.6||^7"
volodymyr-volynets/skeleton,"		""php"":"">=7"
kiaking/laravel-locale,"""php"":"">=7"
Arminek/Cart,"""php"":""^7"
staccatocode/notifier,"""php"":"">=7"
mm75/stormbox-zf-element,"""php"":""^5.5||^7"
51systems/doctrine-encrypt,"""php"":""^7"
smolowik/propel-behavior-mysql-encryption,"""php"":""^7"
jurchiks/simpleframe-core,"""php"":"">=7"
bauhausphp/package-di,"""php"":"">=7"
dfridrich/Ares,"""php"":""^5.4|^7"
K-Phoen/KPhoenContactBundle,"""php"":""~7"
su-mi-lab/Persona,"""php"":"">=7"
xrowgmbh/Sylius,"""php"":""^5.6|^7"
SocialiteProviders/Meetup,"""php"":""^5.6||^7"
SlaxWeb/Bootstrap,"""php"":"">=7"
Sajaki/DesignPatternsPHP,"""php"":"">=7"
ivan-wolf/denner-client,"""php"":""^5.5||^7"
phpassert/phpassert,"""php"":"">=7"
ThaDafinser/psr6-null-cache,"""php"":""~7"
DraperStudio/Laravel-Sweet-Flash,"""php"":""^5.6||^7"
Surfoo/unpublished-geocaches,"""php"":""~7"
restored18/kevlar,"		""php"":""^5.6.4|^7"
garethnic/seedmytable,"""php"":""~5.5|~7"
Yproximite/influxdb-preset-bundle,"""php"":""^7"
tuupola/slim-basic-auth,"""php"":""^5.5||^7"
chadicus/spl-types-php,"""php"":""~5.6||~7"
sylvestreho/esgi-iw2-2017,"""php"":""^5.6||^7"
cburschka/drupal-console,"""php"":""^5.5.9||^7"
oprokidnev/CacheableRendering,"""php"":""^7"
dwendrich/monolog-config,"""php"":""^7"
Kupio/PHPAuth,"""php"":"">=5.3.7"
hjCostaBR/hjcostabr_phpEnum,"""php"":"">=7"
Fulbis/api,"""php"":""^5.5||^7"
herloct/codeception-slim-module,"""php"":""^5.6||^7"
k-holy/volcanus-routing,"""php"":""^5.6||^7"
picamator/SteganographyKit,"""php"":""~5.6|~7"
GreedyBytes/Routing,"""php"":""^7"
rogervila/cart,"""php"":""^5.6||^7"
Webiny/Mongo,"""php"":""^7"
shogogg/scalikephp,"""php"":"">=7"
eugene-matvejev/demo-symfony-v3-2,"""php"":"">=7"
subugoe/gdz-app,"""php"":"">=7"
mtymek/zf-console,"""php"":""^5.6||^7"
ARCANESOFT/Foundation,"""php"":"">=7"
LaravelCollective/remote,"""php"":"">=7"
LartTyler/Link,"		""php"":"">=7"
Newlooc/task_manager,"""php"":""^5.6||^7"
Symplify/ModularDoctrineFilters,"""php"":""^7"
qufo/JWT,"""php"":"">=5.6.4||^7"
Webhose/webhoseio-PHP,"	""php"":""^5.4|^7"
prolic/event-store-bus-bridge,"""php"":""~5.5|~7"
sshilko/backq,"""php"":"">=7"
ivopetkov/html-server-components-bearframework-addon,"""php"":"">=7"
asgrim/phph-site,"""php"":""^7"
nagsamayam/pm-university,"""php"":"">=7"
bdunogier/ezplatform,"""php"":""~5.5|~7"
freemancontingent/laravellogflare,"""php"":""^5.3.3||^7"
zaporylie/php-collector,"""php"":""^5.4||^7"
damianz5/ezplatform-com,"""php"":""~5.6|~7"
cocoders/event-store-dbal-adapter,"""php"":""^7"
krystianzybala/memento-design-pattern,"""php"":"">=7"
Zenify/Zenify,"""php"":""^7"
Webiny/Bootstrap,"""php"":""^7"
tecactus/backap,"""php"":""^5.3.2||^7"
greg-md/framework,"""php"":""^5.6||^7"
Webiny/Logger,"""php"":""^7"
ambroisemaupate/ofxparser,"""php"":""~5.6|~7"
vector-kerr/webutils,"		""php"":""^5.3.3||^7"
kyale/phpunit,"""php"":"">=7"
kambo-1st/KamboRouter,"""php"":"">=7"
tomphp/exception-constructor-tools,"""php"":""^5.6|^7"
egeloen/ivory-ordered-form,"""php"":""^5.6|^7"
invit/SonataMediaBundle,"""php"":""^5.3||^7"
divecheck/simplexml,"""php"":""^5.6||^7"
deanblackborough/zf3-view-helpers,"""php"":""^7"
cedx/akismet.php,"""php"":"">=7"
kodcube/dependency-injection,"""php"":"">=7"
avivieu/BitrixRedmine,"""php"":""~5.5|~7"
rikmeijer/teach.php,"		""php"":"">=7"
chindit/Object-103,"""php"":"">=7"
plentymarkets/plentymarkets-shopware-connector,"""php"":""^5.6.4||^7"
mnapoli/TwigModule,"""php"":""^5.6|^7"
ripaclub/sphinxsearch,"""php"":""^5.5||^7"
gamegos/events-php,"""php"":""~5.5||7"
bzikarsky/react-gearman,"""php"":""~5.6|~7"
hlgrrnhrdt/playr,"""php"":"">=7"
merabi777/transporters,"""php"":""^5.6||^7"
riadvice/forkcms,"""php"":""^5.5||^7"
jordisala1991/SonataAdminBundle,"""php"":""^5.3||^7"
Artera/magento2-privacy,"""php"":""~5.5.0|~5.6.0|~7"
internalsystemerror/ise-module-admin,"""php"":""^5.6||^7"
varuog/zfe-user,"""php"":""^5.6||^7"
ventoviro/ww4,"""php"":"">=7"
multinetgmbh/tarsier,"""php"":""^7"
ejonasson/FitBitConnector,"""php"":""~5.5|~7"
Whyounes/laravel-passwordless-auth,"""php"":""^5.5.9||^7"
LinioIT/util,"""php"":"">=7"
ccovey/rabbitmq,"""php"":"">=7"
vetruvet/framework,"""php"":"">=7"
dlvergara/SunatPHP,"		""php"":""^5.4.0||^7"
wellcart/user,"""php"":""^7"
ElasticOrange/Zenyatta,"""php"":""~5.6|~7"
nirvarnia/framework,"""php"":"">=7"
creedphp/creedphp,"""php"":""^7"
Clevis/ArticlesPackage,"		""php"":"">=5.3.7"
parsingphase/blog,"""php"":""~5.5|^7"
jwilsson/spotify-web-api-php,"""php"":""^7"
samsonasik/ErrorHeroModule,"""php"":""^5.6|^7"
68publishers/application,"		""php"":""~7"
magecheck/magento2-bootstrap,"""php"":""~5.5.0|~5.6.0|~7"
OpenBuildings/purchases,"		""php"":""^7"
zf-fr/zfr-oauth2-server,"""php"":""^7"
manGoweb/RestApiPackage,"		""php"":"">=5.3.7"
emodric/ezpublish-kernel,"""php"":""~5.5|~7"
troublete/telegram-bot,"""php"":"">=7"
nextdots/api-exceptions,"""php"":""^5.3.3||^7"
stubbles/stubbles-values,"""php"":""^7"
kalessil/symfony,"""php"":""^7"
gencer/monolog,"""php"":""^7"
viserio/routing,"""php"":""^7"
geniusfactor/fibr,"		""php"":""^7"
lokidarkeden/lhweb,"""php"":""^5.3.3||^7"
weierophinney/mwop.net,"""php"":""^7"
GeneaLabs/laravel-caffeine,"""php"":"">=7"
krzysiekpiasecki/Gentelella,"""php"":""^7"
ThomasKasper/Collector,"""php"":""^7"
ooghry/Zend-Expressive-CoderConf,"""php"":""^7"
plumbok/plumbok,"""php"":""7"
joomla-framework/application,"""php"":""^5.3.10|~7"
extendsframework/extends-servicelocator,"""php"":"">=7"
FarhadF/mautic,"""php"":""~5.6.19|~7"
manGoweb/UsersPackage,"		""php"":"">=5.3.7"
jpmurray/laravel-rrule,"""php"":""~5.6|~7"
peternijssen/packy,"""php"":"">=7"
clippings/phantom-pdf,"""php"":""^7"
FpereraMaia/api-cielo-3.0,"""php"":"">=7"
avalonia-project/sf-container,"""php"":""^7"
tdcreative/cockpit-php,"""php"":"">=7"
kuria/error,"""php"":"">=7"
williamborba/jessi,"""php"":"">=7"
phpDocumentor/TypeResolver,"""php"":""^5.5||^7"
lordthorzonus/yii2-monolog,"""php"":""^7"
limitrek/ltk-foundation,"		""php"":""^5.6||^7"
LinioIT/input,"""php"":"">=7"
garex/phpunit,"		""php"":"">=5.2.7"
webfactory/polyglot-bundle,"""php"":""^5.5|^7"
hainuo/SwooleDistributed,"""php"":"">=7"
DougSisk/laravel-country-state,"""php"":"">=7"
wucdbm/epay-bundle,"""php"":""~5.5|~7"
Zazalt/EntityMaker,"""php"":"">=7"
mpalourdio/TwitterWidgetBundle,"""php"":""^7"
ThrusterIO/http-client,"""php"":"">=7"
cleverti/ezpublish-kernel,"""php"":""~5.6|~7"
MacDada/BehatExample,"""php"":""^7"
ruigweb/ruigwork,"""php"":"">=7"
nmapx/couchbase-migrations,"		""php"":"">=7"
alex-robert/loggr,"""php"":"">=7"
smpl/mydi,"""php"":"">=7"
johnbillion/extended-taxos,"		""php"":"">=7"
GawainLynch/installer,"""php"":""^5.5||^7"
jaroslavtyc/granam-string,"""php"":"">=7"
matthiasnoback/SymfonyConfigTest,"""php"":""^7"
continuoustraining/behat-workshop,"""php"":""^5.5||^7"
php-cache/filesystem-adapter,"""php"":""^5.6||^7"
rimelek/php-columns3d,"""php"":"">=7"
ComPHPPuebla/dbal-fixtures,"""php"":"">=7"
Slamdunk/symfony,"""php"":""^7"
gamegos/nosql-apc,"""php"":""~5.5||7"
DLMousey/ZenBoard,"""php"":""^5.6||^7"
CodeJetNet/http,"""php"":""^7"
jgxvx/common-php,"""php"":""^7"
phattringuyen/design-patterns,"""php"":"">=7"
richardhj/contao-newsletter2go-sync,"""php"":""^5.3||^7"
zfcampus/zf-apigility-skeleton,"""php"":""^5.6||^7"
danielameyer/website-redesign,"""php"":"">=7"
moon-php/autoloading,"""php"":"">=7"
Imaginaerum/magento2-module-widget-sample-data-fr,"""php"":""~5.5.0|~5.6.0|~7"
KilikFr/TableDemoBundle,"""php"":""~5.6|7"
stekycz/Cronner,"		""php"":"">=7"
greedchikara/onesignal-laravel,"""php"":""~5.5|~7"
SplashSync/Wordpress,"""php"":""^5.6|^7"
stchr/dbal,"""php"":""^7"
kideny/jickershell,"""php"":""^5.6.24||^7"
ChristophWurst/weinstein_server,"""php"":"">=7"
aedart/testing-gst,"""php"":"">=7"
DraperStudio/Support,"""php"":""^5.6||^7"
Soullivaneuh/SonataAdminBundle,"""php"":""^5.3||^7"
atanvarno69/http-tools,"""php"":""^7"
aedart/laravel-detector,"""php"":"">=7"
ivan-hidzhov/container,"""php"":"">=7"
doctrine/DoctrineORMModule,"""php"":""^5.6||^7"
pyrorules/universal-cache-bundle,"""php"":""~5.5|~7"
dpordomingo/Twig,"""php"":"">=5.2.7"
Haverkamp87/MessageBundle,"""php"":""7"
jakzal/ParamConverterBundle,"""php"":""^7"
brayniverse/laravel-redirect-helper,"""php"":""^5.5.9||^7"
eshopera/eshopera,"""php"":""^7"
easy-system/es-view,"""php"":""^5.5||^7"
halfpastfouram/coinflipbot,"""php"":"">=7"
magento-hackathon/m2-pretty-url,"""php"":""~5.6.0|~7"
leanphp/common-dev,"""php"":""^7"
zendframework/zend-log,"""php"":""^5.6||^7"
ThrusterIO/data-cacher-actions,"""php"":""~7"
SirMuppit/mage-utility,"""php"":""~5.5.22||~5.6.0||>=7.0.2<=7.0.4||7"
samsonasik/LearnZF2,"""php"":""^5.5|^7"
ezsystems/BehatBundle,"""php"":""^5.6|^7"
gpgl/core,"""php"":""^7"
uthando-cms/uthando-contact,"""php"":"">=7"
dmatthew/magento2-module-brand,"""php"":""~5.5.0|~5.6.0|~7"
kyranb/Footprints,"""php"":""~5.5|~7"
callcocam/portal-siga,"""php"":""^5.6||^7"
scr-be/wonka-library,"""php"":""~5.6|~7"
zicht/page-bundle,"""php"":""^5.6||^7"
nusmodifications/nuswhispers,"""php"":"">=7"
ipunkt/laravel-json-api,"""php"":"">=7"
GulDmitry/music-diff,"""php"":"">=7"
gertjanwytynck/copacobana,"""php"":""^5.5||^7"
phpmentors-jp/stagehand-fsm,"""php"":"">=7"
mostofreddy/resty,"""php"":"">=7"
antonioribeiro/sdk,"""php"":"">=7"
reflexions/docker-laravel-fedora,"""php"":"">=7"
flaviodev/ttm-core-php,"		""php"":""^7"
recoilphp/dev,"""php"":""^7"
vincentchalamon/core,"""php"":"">=7"
steffenbrem/Sylius,"""php"":""^5.6|^7"
atehnix/laravel-api,"""php"":""^5.5.9||^7"
lemmon/datastack,"""php"":"">=7"
arunlodhi/Geocoder,"""php"":""^5.5||^7"
pavlakis/slim-cli,"""php"":""^5.5|^5.6|^7.0|^7"
cedx/coveralls.php,"""php"":"">=7"
pachico/slim-correlationid,"""php"":""~5.4|~7"
tebru/retrofit-php,"""php"":"">=7"
dbudwin/RoboHome-Web,"""php"":"">=7"
mimmi20/ua-browser-type,"""php"":""^7"
cavo789/markdown,"		""php"":"">=7"
svenluijten/package,"""php"":""^7"
flint/tacker,"""php"":""^5.4|^7"
tmarsteel/php-serializer,"""php"":""^7"
phellmes/hubzilla,"		""php"":"">=7"
roman4e/web-project-utils,"""php"":""^7"
spejder/msml,"""php"":"">=7"
martyn82/apha,"""php"":"">=7"
Nyholm/symfony,"""php"":""^7"
Gutsonok/Yii2test,"""php"":"">=7"
SocialiteProviders/Dropbox,"""php"":""^5.6||^7"
miquik-cz/uniresyst-core,"		""php"":"">=7"
saxulum/saxulum-message-queue,"""php"":""~7"
nightlinus/zend-expressive,"""php"":""^5.5||^7"
flodaq/TicketNotificationBundle,"""php"":""^5.6||^7"
interpotential/phpSec,"""php"":"">=5.3.7"
jupeter/s3-behat,"""php"":""^5.3.3||^7"
NumPHP/NumPHP,"""php"":"">=7"
edde-framework/edde-framework,"		""php"":"">=7"
aiershou/aliyun-mq,"""php"":"">=7"
Becklyn/GluggiBundle,"""php"":""^7"
viserio/queue,"""php"":""^7"
Haverkamp87/UserBundle,"""php"":""7"
nielsiano/dmpl-builder,"""php"":""~7"
Seldaek/jsonlint,"""php"":""^5.3||^7"
cspshadx/laravel-quickstart,"""php"":""^7.0|^7"
Dylan-DPC/Importer,"""php"":""^7"
andriiosmak/layer,"""php"":""~7"
facile-it/mongodb-bundle,"""php"":""^7"
Gixx/WebHemi,"""php"":"">=7"
orgmanager/php-orgmanager-api,"""php"":""^5.5|^7"
pixelart/swiftmailer-manipulator-bundle,"""php"":""^5.4||^7"
it-can/laravel-helpers,"""php"":"">=7"
samsonasik/ApigilityConsumer,"""php"":""^7"
Messier-1001/PWQCheck,"""php"":"">=7"
serioushomebrew/goVoyage,"""php"":"">=7"
Morning-Train/foundation,"""php"":""~5.6|~7"
lobodol/FireDIY-PrivateMessageBundle,"""php"":""^5.5.9||^7"
sonata-project/GoogleAuthenticator,"""php"":""^5.3||^7"
jonathantorres/construct,"""php"":""^5.4||^7"
Webiny/EventManager,"""php"":""^7"
dkd/php-cmis-client,"""php"":"">=7"
selamiphp/views,"""php"":""^7"
Stormyy/b3cod4x,"""php"":"">=7"
ExSituMarketing/EXS-BulkEmailCheckerBundle,"""php"":""~5.4|~7"
blar/filesystem,"""php"":""^7"
FreezyBee/DoctrineFormMapper,"""php"":""~7"
localheinz/phpunit,"""php"":""^7"
Innmind/TimeContinuum,"""php"":""~7"
dlgoodchild/flexpdf,"		""php"":"">=7"
pburggraf/CRC,"""php"":"">=7"
femastudios/html,"""php"":"">=7"
chadicus/oauth2-storage-mongodb,"""php"":""^5.4||^7"
elcodi/CartShipping,"""php"":""^5.4|^7"
rinvex/attributes,"""php"":""^7"
mbrodala/deployer,"""php"":""~7"
fazland/mailup-rest-client,"""php"":"">=7"
zavoloklom/ISPP-sync,"""php"":""^7"
gisostallenberg/php-to-7-aid,"""php"":""^5.3.6||7"
xorock/zend-service-recaptcha-v2,"""php"":""^5.5||^7"
michaeljhopkins/migrate-reload,"""php"":""~5.5|~7"
hagar72/chat,"""php"":""^5.6||^7"
ethanhann/try-silex-web-api,"""php"":"">=7"
petercoles/xml-soccer,"""php"":"">=7"
console-helpers/process-iterator,"		""php"":"">=5.3.7"
symfony-billetterie/symfony-billeterie,"""php"":"">=7"
ThrusterIO/daemon,"""php"":"">=7"
dsposito/address-validator,"""php"":""^7"
rybakit/msgpack.php,"""php"":""^5.4|^7"
API-Skeletons/zf-doctrine-data-fixture,"""php"":""^7"
tck/zf2-imageresizer,"""php"":""^5.6||^7"
akrabat/phan,"""php"":"">=7"
rikkeisoft/website-uptime-monitoring,"""php"":"">=7"
zoka123/DesignPatternsPHP,"""php"":"">=7"
marlocorridor/tracker,"""php"":"">=5.3.7"
lovelock/Spw,"""php"":""^5.6||^7"
DavidBadura/SimpleCsv,"""php"":""~5.3|~7"
activecollab/payments,"""php"":"">=7"
REZ1DENT3/semver,"""php"":""^5.3.2||^7"
ausger/satis,"""php"":""^5.3.2||^7"
contao-bootstrap/navbar,"""php"":"">=7"
augneb/framework,"""php"":"">=7"
konato-events/web,"""php"":""~7"
keystonephp/queue,"""php"":"">=7"
puterakahfi/symfony-angular-todomvc,"""php"":"">=5.3.3,<5.7"
cawaphp/module-oauth,"""php"":""~7"
heavenshell/php-silex-zf-db,"""php"":""^5.6||^7"
grimpows/SonataPageBundle,"""php"":""^5.3||^7"
Art4/youthweb-event,"""php"":""^5.6||^7"
mimmi20/ua-device-type,"""php"":""^7"
4AllDigital/DruDockCli,"""php"":""^5.5|~7"
janxb/php-ical,"""php"":""^7"
pragmatist/url-expander,"""php"":""^7"
tekkla/core-framework,"""php"":"">=7"
volodymyr-volynets/frontend,"		""php"":"">=7"
xloit/xloit-bridge-doctrine-dbal,"""php"":""^5.4||^7"
AJenbo/Image.php,"""php"":"">=7"
vaibhavpandeyvpz/chokidar,"""php"":""^5.3||^7"
Fleshgrinder/php-equalable,"		""php"":""^7"
Flowpack/Flowpack.ElasticSearch.ContentRepositoryAdaptor,"""php"":"">=7"
corpsee/corpsee-com,"""php"":"">=7"
thulin82/tournament_bet,"""php"":"">=7"
vinkla/backup,"""php"":""^5.6.4||^7"
helderjs/doctrine-mongo-odm,"""php"":""~5.6||~7"
cybercog/laravel-ownership,"""php"":""^5.6|^7"
paragonie/iaso,"""php"":""^7"
granulephp/granule,"""php"":""^7"
felixsand/phpinisetter,"""php"":"">=7"
CentsforChange/banker,"""php"":"">=7"
selamiphp/router,"""php"":""^7"
jianghua/SwooleDistributedWeb,"""php"":"">=7"
GeckoPackages/GeckoPHPUnit,"""php"":""^5.3.6||^7"
CeusMedia/Database,"""php"":""^5.3|^7"
esperecyan/dictionary-php,"		""php"":"">=7"
proGian/shorturl,"""php"":""7"
valkyrjaio/valkyrja,"""php"":"">=7"
ThrusterIO/server-application,"""php"":"">=7"
iltar/entity-mutation-component,"""php"":""5.*,>=5.6||7"
photodude/session,"""php"":""^5.3.10|~7"
MehmetGoekce/Website,"""php"":""^5.6||^7"
orchestral/auth,"""php"":"">=7"
jamessingizi/Twig,"""php"":"">=5.2.7"
fallout1986/zf3-album-pipeline,"""php"":""^5.6||^7"
FlexyProject/Router,"""php"":"">=7"
ec-europa/joinup-dev,"""php"":""7"
yuxblank/phackp,"""php"":"">=7"
Crell/Document,"""php"":""^7"
mt-olympus/kharon,"""php"":""^7"
