Company,Repository,Stars,Watchers,Language
mozilla,mozilla/hashitalk2015,9,9,
mozilla,mozilla/mozlando-frontend-demo,9,9,JavaScript
mozilla,mozilla/sciencelab,9,9,PHP
mozilla,mozilla/mozmill-automation,9,9,Python
mozilla,mozilla/trafficcop,9,9,JavaScript
mozilla,mozilla/libadb.js,9,9,C++
mozilla,mozilla/browserid-ios,9,9,Objective-C
mozilla,mozilla/payments,9,9,
mozilla,mozilla/verbatim,8,8,Python
mozilla,mozilla/developer-challenge-platform,8,8,Ruby
mozilla,mozilla/JSBugMon,8,8,Python
mozilla,mozilla/mozpay-js,8,8,JavaScript
mozilla,mozilla/phonebook,8,8,PHP
mozilla,mozilla/fxa-customs-server,8,8,JavaScript
mozilla,mozilla/apps.mozillalabs.com,8,8,JavaScript
mozilla,mozilla/b2gperf,8,8,Python
mozilla,mozilla/buddyup,8,8,JavaScript
mozilla,mozilla/mozilla-reports,8,8,Jupyter Notebook
mozilla,mozilla/ensemble,8,8,JavaScript
mozilla,mozilla/releasewarrior,8,8,Python
mozilla,mozilla/Jisort,8,8,Java
mozilla,mozilla/webapps-spec,8,8,JavaScript
mozilla,mozilla/gamesaver,8,8,JavaScript
mozilla,mozilla/stun-vm,8,8,Shell
mozilla,mozilla/bespinserver,8,8,Python
mozilla,mozilla/briar-patch,8,8,Python
mozilla,mozilla/tls-canary,8,8,Python
mozilla,mozilla/events.webmaker.org,8,8,JavaScript
mozilla,mozilla/minion-nmap-plugin,8,8,Python
mozilla,mozilla/universal-search-gecko-dev,8,8,C++
mozilla,mozilla/angle,8,8,C++
mozilla,mozilla/captain,8,8,Python
mozilla,mozilla/marketplace-loadtest,8,8,Python
mozilla,mozilla/Marketplace.Python,8,8,Python
mozilla,mozilla/mozmoderator,8,8,Python
mozilla,mozilla/input-lib,7,7,Python
mozilla,mozilla/loady,7,7,JavaScript
mozilla,mozilla/node-firefox-examples-gulp,7,7,JavaScript
mozilla,mozilla/deis-backup-service,7,7,Shell
mozilla,mozilla/velocity2015,7,7,
mozilla,mozilla/newnewtab,7,7,JavaScript
mozilla,mozilla/mozilla-club-activity-ping-kong,7,7,JavaScript
mozilla,mozilla/anodejsholidayseason,7,7,
mozilla,mozilla/apk-signer,7,7,Python
mozilla,mozilla/build.webmaker.org,7,7,CSS
mozilla,mozilla/botio-files-pdfjs,7,7,JavaScript
mozilla,mozilla/speech-proxy,7,7,JavaScript
mozilla,mozilla/foundation-security-advisories,7,7,Python
mozilla,mozilla/ssh_scan_api,7,7,Ruby
mozilla,mozilla/experiments-viewer,7,7,JavaScript
mozilla,mozilla/FoxPuppet,7,7,Python
mozilla,mozilla/webmaker-profile-2,7,7,JavaScript
mozilla,mozilla/mozmill-environment,7,7,Python
mozilla,mozilla/PyVEP,7,7,Python
mozilla,mozilla/firefox-app-validator-manifest,7,7,JavaScript
mozilla,mozilla/snippets-tests,7,7,
mozilla,mozilla/yogafire,7,7,JavaScript
mozilla,mozilla/mozillaclubs,7,7,CSS
mozilla,mozilla/open-innovation-curriculum,7,7,JavaScript
mozilla,mozilla/firefox-data-store-docs,7,7,
mozilla,mozilla/test-amo-validator,7,7,Python
mozilla,mozilla/mozilla-club-guides,7,7,JavaScript
mozilla,mozilla/doozer,7,7,Python
mozilla,mozilla/speaktome-web,7,7,JavaScript
mozilla,mozilla/mozilla.github.io,7,7,HTML
mozilla,mozilla/version-control-tools,7,7,Python
mozilla,mozilla/python_mozetl,7,7,Python
mozilla,mozilla/fxoss,7,7,JavaScript
mozilla,mozilla/marketplay,7,7,Python
mozilla,mozilla/minion-skipfish-plugin,7,7,Python
mozilla,mozilla/stillis,7,7,Python
mozilla,mozilla/mozcommitbuilder,7,7,Python
mozilla,mozilla/webmaker-landing-pages,7,7,HTML
mozilla,mozilla/popcoder,7,7,Python
mozilla,mozilla/firefox-code-quality,7,7,CSS
mozilla,mozilla/community-spaces,7,7,
mozilla,mozilla/deprecated-treestatus,7,7,
mozilla,mozilla/telemetry-onboarding,7,7,Jupyter Notebook
mozilla,mozilla/minion-ssl-plugin,6,6,Python
mozilla,mozilla/monolith-aggregator,6,6,Python
mozilla,mozilla/zamboni-dashboard,6,6,Python
mozilla,mozilla/datazilla_client,6,6,Python
mozilla,mozilla/watchdog-visualhash,6,6,JavaScript
mozilla,mozilla/node-firefox-cli,6,6,JavaScript
mozilla,mozilla/mig-sandbox,6,6,C
mozilla,mozilla/persona.org,6,6,CSS
mozilla,mozilla/adhoctribution,6,6,JavaScript
mozilla,mozilla/all-aboard,6,6,JavaScript
mozilla,mozilla/addon-sdk-sdocs,6,6,CSS
mozilla,mozilla/browserid-local-verify,6,6,JavaScript
mozilla,mozilla/bugzfeed,6,6,Python
mozilla,mozilla/janus-image-worker,6,6,C
mozilla,mozilla/webmaker-tests,6,6,
mozilla,mozilla/make-valet,6,6,JavaScript
mozilla,mozilla/rbbz,6,6,Python
mozilla,mozilla/marketplace-core-modules,6,6,JavaScript
mozilla,mozilla/Campus-Activities,6,6,
mozilla,mozilla/gombot,6,6,JavaScript
mozilla,mozilla/blushproof,6,6,JavaScript
mozilla,mozilla/ashes,6,6,Python
mozilla,mozilla/clouseau,6,6,Python
mozilla,mozilla/speaktome-node,6,6,JavaScript
mozilla,mozilla/mozilla-club-activity-kraken-the-code,6,6,JavaScript
mozilla,mozilla/releasehealth,6,6,JavaScript
mozilla,mozilla/product-details-json,6,6,Python
mozilla,mozilla/splice,6,6,Python
mozilla,mozilla/g2p,6,6,C++
mozilla,mozilla/mozfest-event-app,6,6,JavaScript
mozilla,mozilla/ouija,6,6,Python
mozilla,mozilla/ping-centre,6,6,JavaScript
mozilla,mozilla/partinfra-playbooks,6,6,Python
mozilla,mozilla/fxa-oauth-console,6,6,JavaScript
mozilla,mozilla/cerberus,6,6,Python
mozilla,mozilla/spark,6,6,JavaScript
mozilla,mozilla/prowac,6,6,JavaScript
mozilla,mozilla/coss,6,6,CSS
mozilla,mozilla/picl-contacts,6,6,JavaScript
mozilla,mozilla/CSOL-site,6,6,JavaScript
mozilla,mozilla/webconsole,6,6,JavaScript
mozilla,mozilla/opensearch,6,6,JavaScript
mozilla,mozilla/server-share,6,6,Python
mozilla,mozilla/self-repair-server,6,6,JavaScript
mozilla,mozilla/DemoStumbler,6,6,Java
mozilla,mozilla/universal-search-content,6,6,JavaScript
mozilla,mozilla/fxa-python-client,6,6,Python
mozilla,mozilla/stooge,6,6,JavaScript
mozilla,mozilla/medusa,6,6,Clojure
mozilla,mozilla/energia,6,6,JavaScript
mozilla,mozilla/promise-sqlite,6,6,JavaScript
mozilla,mozilla/webcompat-addon,6,6,JavaScript
mozilla,mozilla/tippy-top-sites,6,6,JavaScript
mozilla,mozilla/node-vtt,6,6,JavaScript
mozilla,mozilla/missioncontrol,6,6,Python
mozilla,mozilla/partinfra-terraform,6,6,HCL
mozilla,mozilla/hungry-js,5,5,JavaScript
mozilla,mozilla/domesday,5,5,Python
mozilla,mozilla/migfw,5,5,C++
mozilla,mozilla/payments-client,5,5,JavaScript
mozilla,mozilla/onyx,5,5,Python
mozilla,mozilla/mozilla-club-activity-html-puzzle-boxes,5,5,JavaScript
mozilla,mozilla/shield-study-privacy,5,5,JavaScript
mozilla,mozilla/nss-fuzzing-corpus,5,5,
mozilla,mozilla/stab-crashes,5,5,JavaScript
mozilla,mozilla/addon-recommendation-shield-study,5,5,JavaScript
mozilla,mozilla/appmaker-words,5,5,
mozilla,mozilla/build-runner,5,5,Python
mozilla,mozilla/mortar-tab-view,5,5,JavaScript
mozilla,mozilla/taar,5,5,Python
mozilla,mozilla/moz-dev-contrib,5,5,Python
mozilla,mozilla/spiderflunky,5,5,Python
mozilla,mozilla/client-share-web,5,5,JavaScript
mozilla,mozilla/openbadges-validator-service,5,5,JavaScript
mozilla,mozilla/gombot-chrome,5,5,JavaScript
mozilla,mozilla/motown,5,5,JavaScript
mozilla,mozilla/webtools-workermgmt,5,5,PHP
mozilla,mozilla/webmaker-addons,5,5,JavaScript
mozilla,mozilla/nicar-2015-2fa-plus,5,5,
mozilla,mozilla/marketing-project-template,5,5,Python
mozilla,mozilla/node-hubble,5,5,JavaScript
mozilla,mozilla/mozilla-club-activity-story-of-us,5,5,JavaScript
mozilla,mozilla/activities,5,5,JavaScript
mozilla,mozilla/cloud9-skywriter-shared,5,5,JavaScript
mozilla,mozilla/webext-compat-tool,5,5,CSS
mozilla,mozilla/games.mozilla.org,5,5,CSS
mozilla,mozilla/one-off-system-add-ons,5,5,JavaScript
mozilla,mozilla/picl-desktop-client,5,5,JavaScript
mozilla,mozilla/shove,5,5,Python
mozilla,mozilla/makeapi-client,5,5,JavaScript
mozilla,mozilla/firehug,5,5,JavaScript
mozilla,mozilla/webifyme,5,5,Python
mozilla,mozilla/moztrap-connect,5,5,JavaScript
mozilla,mozilla/watchdog,5,5,JavaScript
mozilla,mozilla/fx36start,5,5,CSS
mozilla,mozilla/loop-client-l10n,5,5,
mozilla,mozilla/qa-mozmill-tests,5,5,JavaScript
mozilla,mozilla/hackablegames,5,5,JavaScript
mozilla,mozilla/contacts-sync-prototype,5,5,JavaScript
mozilla,mozilla/vaani.server,5,5,JavaScript
mozilla,mozilla/styleguide,5,5,CSS
mozilla,mozilla/mdn-devtool,5,5,JavaScript
mozilla,mozilla/reflex-virtual-dom-driver,5,5,JavaScript
mozilla,mozilla/itisatrap,5,5,HTML
mozilla,mozilla/smokejumper,5,5,JavaScript
mozilla,mozilla/mozlog,5,5,JavaScript
mozilla,mozilla/aestimia,5,5,JavaScript
mozilla,mozilla/badgekit-api-client,5,5,JavaScript
mozilla,mozilla/browserid-verifier,5,5,JavaScript
mozilla,mozilla/delivery-dashboard,5,5,JavaScript
mozilla,mozilla/school-of-webmaking,5,5,JavaScript
mozilla,mozilla/makerparty,5,5,JavaScript
mozilla,mozilla/devtools-reqs,5,5,
mozilla,mozilla/fxa-auth-db-server,5,5,JavaScript
mozilla,mozilla/mozilla-taskboard,5,5,Python
mozilla,mozilla/vaani.client,5,5,JavaScript
mozilla,mozilla/womenandweb,5,5,CSS
mozilla,mozilla/marketplace-stats,5,5,CSS
mozilla,mozilla/content-2012.mozillafestival.org,5,5,PHP
mozilla,mozilla/python_mozaggregator,5,5,Python
mozilla,mozilla/api.mozillascience.org,5,5,Python
mozilla,mozilla/wordpress-plugins,5,5,
mozilla,mozilla/mozilla-club-activity-hack-the-news,5,5,JavaScript
mozilla,mozilla/devtools-docs,5,5,CSS
mozilla,mozilla/curriculum-final,5,5,HTML
mozilla,mozilla/kuma-lib,4,4,Python
mozilla,mozilla/repotheweb,4,4,JavaScript
mozilla,mozilla/caseconductor-qa,4,4,Python
mozilla,mozilla/watchdog-alert-passwords,4,4,JavaScript
mozilla,mozilla/peekaboo,4,4,JavaScript
mozilla,mozilla/node-firefox-start-simulator,4,4,JavaScript
mozilla,mozilla/lumberyard,4,4,JavaScript
mozilla,mozilla/yaocho,4,4,JavaScript
mozilla,mozilla/lorax,4,4,JavaScript
mozilla,mozilla/watchdog-visualize-old-passwords,4,4,JavaScript
mozilla,mozilla/amo-loadtest,4,4,Python
mozilla,mozilla/rna,4,4,Python
mozilla,mozilla/libmozdata,4,4,Python
mozilla,mozilla/rocketfuel,4,4,JavaScript
mozilla,mozilla/moz-ldap,4,4,Python
mozilla,mozilla/openwebapps-aboutme,4,4,JavaScript
mozilla,mozilla/stoneridge,4,4,C
mozilla,mozilla/darjeeling,4,4,JavaScript
mozilla,mozilla/universal-search-addon,4,4,JavaScript
mozilla,mozilla/progressive-apps-hq,4,4,HTML
mozilla,mozilla/pipsqueak,4,4,
mozilla,mozilla/wadi,4,4,
mozilla,mozilla/treeherder-tests,4,4,
mozilla,mozilla/persona-roadmap,4,4,
mozilla,mozilla/firefox10.org,4,4,
mozilla,mozilla/wadi,4,4,
mozilla,mozilla/moz-slides-template,4,4,JavaScript
mozilla,mozilla/ca-policy,4,4,
mozilla,mozilla/build-puppet-manifests,4,4,
mozilla,mozilla/apps-payment-server,4,4,Python
mozilla,mozilla/PyFxA,4,4,Python
mozilla,mozilla/firefox-data-docs,4,4,Shell
mozilla,mozilla/marketplace-api-mock,4,4,Python
mozilla,mozilla/fxa-js-client-old,4,4,JavaScript
mozilla,mozilla/home-snippets-switcher,4,4,JavaScript
mozilla,mozilla/openwebapps-flickr-connector,4,4,JavaScript
mozilla,mozilla/moztrap-reqs,4,4,
mozilla,mozilla/WebBuilder,4,4,JavaScript
mozilla,mozilla/tabcandy,4,4,Perl
mozilla,mozilla/weaveclient-python,4,4,Python
mozilla,mozilla/chromecast-server,4,4,JavaScript
mozilla,mozilla/opsec-puppet,4,4,Puppet
mozilla,mozilla/Negatus,4,4,C++
mozilla,mozilla/emr-bootstrap-presto,4,4,Shell
mozilla,mozilla/universal-search-recommendation,4,4,Python
mozilla,mozilla/commbadge,4,4,CSS
mozilla,mozilla/moz-sql-parser,4,4,Python
mozilla,mozilla/mozilla-club-activity-web-chef,4,4,JavaScript
mozilla,mozilla/build-proxxy,4,4,Python
mozilla,mozilla/balrog-ui,4,4,
mozilla,mozilla/betachannel,4,4,JavaScript
mozilla,mozilla/browserid_deployer,4,4,JavaScript
mozilla,mozilla/blekko,4,4,JavaScript
mozilla,mozilla/aom,4,4,C
mozilla,mozilla/nucleus,4,4,Python
mozilla,mozilla/scanapi,4,4,Python
mozilla,mozilla/distribution-viewer,4,4,JavaScript
mozilla,mozilla/fxapom,4,4,Python
mozilla,mozilla/activity-stream-l10n,4,4,
mozilla,mozilla/wikimo-skin,4,4,JavaScript
mozilla,mozilla/uramaki,4,4,JavaScript
mozilla,mozilla/e10s_analyses,4,4,Jupyter Notebook
mozilla,mozilla/testpilot2,4,4,JavaScript
mozilla,mozilla/discourse-mozillians,4,4,Ruby
mozilla,mozilla/splash.mozilla-ignite.org,4,4,JavaScript
mozilla,mozilla/wp.mozilla-ignite.org,4,4,PHP
mozilla,mozilla/payments-service,4,4,Python
mozilla,mozilla/jmeter-scripts,4,4,
mozilla,mozilla/python-zeppelin,4,4,Python
mozilla,mozilla/triage-center,4,4,HTML
mozilla,mozilla/build-relengdocs,4,4,Python
mozilla,mozilla/acidity,4,4,JavaScript
mozilla,mozilla/copyright,4,4,JavaScript
mozilla,mozilla/dispensary,4,4,JavaScript
mozilla,mozilla/network-pulse-api,4,4,Python
mozilla,mozilla/build-mar,4,4,Python
mozilla,mozilla/monolith-client,3,3,Python
mozilla,mozilla/weaveweb,3,3,JavaScript
mozilla,mozilla/marketplace-template,3,3,JavaScript
mozilla,mozilla/fxa-relier-client,3,3,JavaScript
mozilla,mozilla/idea-town-meta,3,3,
mozilla,mozilla/datomish-user-agent-service,3,3,Clojure
mozilla,mozilla/webmaker-mediasync,3,3,JavaScript
mozilla,mozilla/x-tag-layouts,3,3,
mozilla,mozilla/integration-mozilla-inbound,3,3,C++
mozilla,mozilla/fxa-bugzilla-mirror,3,3,JavaScript
mozilla,mozilla/popcornjs.org,3,3,
mozilla,mozilla/webmaker-personas,3,3,JavaScript
mozilla,mozilla/pontoon-to-json,3,3,JavaScript
mozilla,mozilla/addons-contribution-notifier,3,3,JavaScript
mozilla,mozilla/about-home-jumping-fox-game,3,3,JavaScript
mozilla,mozilla/rappor-aggregator,3,3,Jupyter Notebook
mozilla,mozilla/webmaker-download-locales,3,3,JavaScript
mozilla,mozilla/oneanddone-tests,3,3,
mozilla,mozilla/webdev-manager-resources,3,3,Python
mozilla,mozilla/server-share-core,3,3,Python
mozilla,mozilla/server-core,3,3,Python
mozilla,mozilla/people,3,3,JavaScript
mozilla,mozilla/SocorroSearchService,3,3,Java
mozilla,mozilla/community-ux,3,3,
mozilla,mozilla/marketplace-constants,3,3,Python
mozilla,mozilla/marketplace-gulp,3,3,JavaScript
mozilla,mozilla/chronicle-addon,3,3,JavaScript
mozilla,mozilla/webdev-contributors,3,3,Python
mozilla,mozilla/fxa-retention-metrics,3,3,Jupyter Notebook
mozilla,mozilla/parquet2hive,3,3,Python
mozilla,mozilla/vaani.setup,3,3,JavaScript
mozilla,mozilla/watchdog-automate,3,3,JavaScript
mozilla,mozilla/personas,3,3,JavaScript
mozilla,mozilla/trypersona.org,3,3,
mozilla,mozilla/datasetjs,3,3,JavaScript
mozilla,mozilla/bakery,3,3,JavaScript
mozilla,mozilla/authorized,3,3,JavaScript
mozilla,mozilla/audit-go-mozdef,3,3,Go
mozilla,mozilla/ateam-bootcamp,3,3,Python
mozilla,mozilla/pulse_actions,3,3,Python
mozilla,mozilla/automatic-summarization,3,3,Python
mozilla,mozilla/webops-websec-guide,3,3,
mozilla,mozilla/arewefastyet-speedometer,3,3,JavaScript
mozilla,mozilla/shield-studies-addon-utils,3,3,JavaScript
mozilla,mozilla/OneCRL-Tools,3,3,Go
mozilla,mozilla/picl-keyserver,3,3,JavaScript
mozilla,mozilla/webmaker-events,3,3,JavaScript
mozilla,mozilla/webmaker-kits,3,3,CSS
mozilla,mozilla/web-literacy-client,3,3,JavaScript
mozilla,mozilla/mortar-privileged-remote-app,3,3,JavaScript
mozilla,mozilla/html-presentation-templates,3,3,CSS
mozilla,mozilla/trackertest,3,3,HTML
mozilla,mozilla/masterfirefoxos-l10n,3,3,
mozilla,mozilla/testpilot_metrics,3,3,Jupyter Notebook
mozilla,mozilla/foxyeah,3,3,CSS
mozilla,mozilla/firefox-test-engineering,3,3,Python
mozilla,mozilla/webmaker-analytics,3,3,JavaScript
mozilla,mozilla/about-home-piano-snippet,3,3,HTML
mozilla,mozilla/apps-design,3,3,Ruby
mozilla,mozilla/build-environments,3,3,Makefile
mozilla,mozilla/personas-plus,3,3,JavaScript
mozilla,mozilla/network-api,3,3,Python
mozilla,mozilla/redash_client,3,3,Python
mozilla,mozilla/community-data,3,3,Perl
mozilla,mozilla/webrtcvad_js,3,3,C
mozilla,mozilla/release-notes,3,3,Python
mozilla,mozilla/security-process-docs,3,3,
mozilla,mozilla/loop-client,3,3,JavaScript
mozilla,mozilla/openbadges-verifier,3,3,
mozilla,mozilla/coversheet,3,3,Python
mozilla,mozilla/templeton,3,3,Python
mozilla,mozilla/socorro-docs,3,3,Python
mozilla,mozilla/webmaker-login-ux,3,3,HTML
mozilla,mozilla/webmakers-tumblr,3,3,
mozilla,mozilla/TBTWBuildChallenge,3,3,
mozilla,mozilla/jekyll-offline,3,3,Ruby
mozilla,mozilla/schemaker,3,3,Python
mozilla,mozilla/content,3,3,HTML
mozilla,mozilla/scribe,3,3,Go
mozilla,mozilla/basket-example,3,3,JavaScript
mozilla,mozilla/build-funsize,3,3,
mozilla,mozilla/bramble,3,3,Python
mozilla,mozilla/probe-scraper,3,3,Python
mozilla,mozilla/pontoon-intro,3,3,HTML
mozilla,mozilla/infernyx,3,3,Python
mozilla,mozilla/Campus-Club-Year-Plans,2,2,
mozilla,mozilla/picl-mocks,2,2,JavaScript
mozilla,mozilla/relman-tools,2,2,Python
mozilla,mozilla/ceci,2,2,JavaScript
mozilla,mozilla/speakeasy,2,2,JavaScript
mozilla,mozilla/xpi_gate,2,2,JavaScript
mozilla,mozilla/datazilla-metrics,2,2,Python
mozilla,mozilla/mozapps-polyfill,2,2,JavaScript
mozilla,mozilla/home-snippets-server-lib,2,2,Python
mozilla,mozilla/user-advocacy,2,2,Python
mozilla,mozilla/node-firefox-examples-install-packaged,2,2,JavaScript
mozilla,mozilla/react-i18n,2,2,JavaScript
mozilla,mozilla/node-firefox-launch-app,2,2,JavaScript
mozilla,mozilla/testdroid-marionette-plugin,2,2,Java
mozilla,mozilla/marketplace-operator-dashboard,2,2,JavaScript
mozilla,mozilla/webmaker-code-of-conduct,2,2,
mozilla,mozilla/json-hyperschemas,2,2,
mozilla,mozilla/teach-api,2,2,Python
mozilla,mozilla/embedly-proxy,2,2,Python
mozilla,mozilla/webdev-blog,2,2,HTML
mozilla,mozilla/watchdog-manager,2,2,JavaScript
mozilla,mozilla/node-firefox-connect,2,2,JavaScript
mozilla,mozilla/status.persona.org,2,2,JavaScript
mozilla,mozilla/sso-mozilla-com,2,2,CSS
mozilla,mozilla/testpilot-ga,2,2,JavaScript
mozilla,mozilla/affiliates-banners,2,2,
mozilla,mozilla/archiver_toolkit,2,2,Python
mozilla,mozilla/ambient-boxen,2,2,Ruby
mozilla,mozilla/allizom_org,2,2,CSS
mozilla,mozilla/areweslimyet-benchtester,2,2,Python
mozilla,mozilla/b2ghaystack,2,2,Python
mozilla,mozilla/bouncer-tests,2,2,
mozilla,mozilla/build-cleanslate,2,2,Python
mozilla,mozilla/brick-boilerplate,2,2,JavaScript
mozilla,mozilla/build-relengapi-slaveloan,2,2,
mozilla,mozilla/http-observatory-dashboard,2,2,Python
mozilla,mozilla/onboard,2,2,JavaScript
mozilla,mozilla/telemetry-streaming,2,2,Scala
mozilla,mozilla/service-map,2,2,Go
mozilla,mozilla/mortar-devtools,2,2,JavaScript
mozilla,mozilla/webmaker-auth,2,2,JavaScript
mozilla,mozilla/smithers,2,2,Python
mozilla,mozilla/openbadges-bakery-service,2,2,JavaScript
mozilla,mozilla/browserid-rp,2,2,
mozilla,mozilla/watchdog-filter-bubble,2,2,JavaScript
mozilla,mozilla/preproduction,2,2,Python
mozilla,mozilla/moztrap-vendor-lib,2,2,Python
mozilla,mozilla/generator-recroom,2,2,JavaScript
mozilla,mozilla/mobile-opportunity,2,2,JavaScript
mozilla,mozilla/filer-redis,2,2,
mozilla,mozilla/telemetry-dashboard-prototype,2,2,JavaScript
mozilla,mozilla/webmaker-app-cordova,2,2,JavaScript
mozilla,mozilla/iacomus,2,2,JavaScript
mozilla,mozilla/KitchenSink-App,2,2,JavaScript
mozilla,mozilla/marketplace-content-tools,2,2,JavaScript
mozilla,mozilla/payments-config,2,2,Python
mozilla,mozilla/tsaws,2,2,Python
mozilla,mozilla/sample-tc-github-project,2,2,Rust
mozilla,mozilla/spiderweb,2,2,
mozilla,mozilla/hivelearningnetworks.org,2,2,PHP
mozilla,mozilla/openbadges.org-static,2,2,HTML
mozilla,mozilla/plugins,2,2,PHP
mozilla,mozilla/webmaker-app-publisher,2,2,CSS
mozilla,mozilla/testpilotweb,2,2,PHP
mozilla,mozilla/badges.mozillafestival.org,2,2,CSS
mozilla,mozilla/addon-registration,2,2,Python
mozilla,mozilla/bugherder,2,2,JavaScript
mozilla,mozilla/build-talos,2,2,JavaScript
mozilla,mozilla/addon-sdk-sdocs-pub,2,2,
mozilla,mozilla/discourse.mozilla.org,2,2,
mozilla,mozilla/mig-deploy,2,2,Nginx
mozilla,mozilla/cherrypicker,2,2,Ruby
mozilla,mozilla/up-jelly,2,2,JavaScript
mozilla,mozilla/matchpoint,2,2,Python
mozilla,mozilla/node-kvstore,2,2,JavaScript
mozilla,mozilla/osumo,2,2,JavaScript
mozilla,mozilla/mciconf,2,2,HTML
mozilla,mozilla/webmaker-events-service,2,2,JavaScript
mozilla,mozilla/transonic,2,2,CSS
mozilla,mozilla/getanaccount,2,2,JavaScript
mozilla,mozilla/server-share-send,2,2,
mozilla,mozilla/jsmodules,2,2,JavaScript
mozilla,mozilla/mozillians-ldap,2,2,Python
mozilla,mozilla/webmaker-locales-mapping-configuration,2,2,JavaScript
mozilla,mozilla/marketplace-elements,2,2,JavaScript
mozilla,mozilla/node-firefox-marketplace,2,2,JavaScript
mozilla,mozilla/mozbadging,2,2,
mozilla,mozilla/libnfldap,2,2,Python
mozilla,mozilla/iacomus-alerts,2,2,Python
mozilla,mozilla/signing-service,2,2,Python
mozilla,mozilla/node-firefox-console,2,2,JavaScript
mozilla,mozilla/pocketsphinx,2,2,C
mozilla,mozilla/crashathon,2,2,Python
mozilla,mozilla/shielddash,2,2,Python
mozilla,mozilla/connected-devices,2,2,CSS
mozilla,mozilla/rpm-sources,2,2,
mozilla,mozilla/fhr-jelly,2,2,JavaScript
mozilla,mozilla/FlightDeck-lib,2,2,Python
mozilla,mozilla/positron-spidernode,2,2,JavaScript
mozilla,mozilla/call.mozilla.org,2,2,CSS
mozilla,mozilla/data-site-toplists,2,2,JavaScript
mozilla,mozilla/vaani.assistant,2,2,JavaScript
mozilla,mozilla/bsd-forms-and-wrappers,2,2,HTML
mozilla,mozilla/bughub,2,2,Python
mozilla,mozilla/aws-lambda-telemetry,2,2,Python
mozilla,mozilla/b2gpopulate,2,2,Python
mozilla,mozilla/badgekit-backpack,2,2,JavaScript
mozilla,mozilla/sawmill,2,2,JavaScript
mozilla,mozilla/protofun,2,2,C++
mozilla,mozilla/newtab-webextensions,2,2,JavaScript
mozilla,mozilla/discourse-mozilla-theme,2,2,CSS
mozilla,mozilla/ahab,2,2,
mozilla,mozilla/testpilot-metrics,2,2,JavaScript
mozilla,mozilla/spikes,2,2,Python
mozilla,mozilla/firefox-test-tube,2,2,JavaScript
mozilla,mozilla/telemetry-aggregator,2,2,Python
mozilla,mozilla/minion-core,2,2,Python
mozilla,mozilla/OpenOpenNewsNews,2,2,
mozilla,mozilla/cookiemonster,2,2,JavaScript
mozilla,mozilla/mozpay-py,2,2,Python
mozilla,mozilla/snowl,2,2,JavaScript
mozilla,mozilla/webowonder,2,2,JavaScript
mozilla,mozilla/dragnet,2,2,Python
mozilla,mozilla/tinderbox,2,2,Perl
mozilla,mozilla/Your-Web,2,2,JavaScript
mozilla,mozilla/socialapi-core,2,2,JavaScript
mozilla,mozilla/fxa-oauth-client,2,2,JavaScript
mozilla,mozilla/node-firefox-reload-css,2,2,JavaScript
mozilla,mozilla/idea-town-addon,2,2,JavaScript
mozilla,mozilla/mozorg-js-external,2,2,JavaScript
mozilla,mozilla/payments-example,2,2,HTML
mozilla,mozilla/normandy-addon,2,2,
mozilla,mozilla/tofino-electron,2,2,C++
mozilla,mozilla/OriginOnly,2,2,JavaScript
mozilla,mozilla/security-advisor-shield-study,2,2,JavaScript
mozilla,mozilla/forums.mozilla.org,2,2,Shell
mozilla,mozilla/mozfest-web-literacy,2,2,
mozilla,mozilla/wp-app-manifest,2,2,Shell
mozilla,mozilla/badgeopolis,2,2,
mozilla,mozilla/build-opsi-package-sources,2,2,
mozilla,mozilla/build-relengapi-clobberer,2,2,
mozilla,mozilla/build-relengapi-skeleton,2,2,
mozilla,mozilla/able-registry-dev,2,2,
mozilla,mozilla/activity-accessible-gaming,2,2,CSS
mozilla,mozilla/activity-stream-okrs,2,2,
mozilla,mozilla/addons-robot,2,2,Python
mozilla,mozilla/addons-nginx,2,2,
mozilla,mozilla/about-home-persona-switcher,2,2,HTML
mozilla,mozilla/badgekit-api-python-client,2,2,Python
mozilla,mozilla/blog.webmaker.org,2,2,PHP
mozilla,mozilla/digigo,2,2,Go
mozilla,mozilla/picl-oldsync,1,1,Shell
mozilla,mozilla/minion-breach-plugin,1,1,Python
mozilla,mozilla/openbadger-client,1,1,JavaScript
mozilla,mozilla/team-dashboard,1,1,JavaScript
mozilla,mozilla/minion-garmr-plugin,1,1,Python
mozilla,mozilla/july-campaign-fb-tab,1,1,PHP
mozilla,mozilla/caseconductor,1,1,
mozilla,mozilla/sigma,1,1,JavaScript
mozilla,mozilla/weave-backup,1,1,JavaScript
mozilla,mozilla/webtools-workermgmt-lib,1,1,Python
mozilla,mozilla/fhr-r-rollups,1,1,R
mozilla,mozilla/referral-board,1,1,HTML
apple,apple/swift,41224,41224,C++
apple,apple/swift-evolution,7901,7901,JavaScript
apple,apple/swift-package-manager,5834,5834,Swift
apple,apple/darwin-xnu,5729,5729,C
apple,apple/swift-corelibs-foundation,2645,2645,C
apple,apple/swift-protobuf,1370,1370,Swift
apple,apple/swift-corelibs-libdispatch,1084,1084,C
apple,apple/coremltools,777,777,Python
apple,apple/swift-protobuf-plugin,762,762,
apple,apple/swift-corelibs-xctest,609,609,Swift
apple,apple/swift-llvm,589,589,LLVM
